,Tournament,League,Link,DateTime UTC,Gamelength,Team1,Team2,Team1Score,Team2Score,WinTeam,Team,ID,Nationality,Country,Birthdate,Region,Short
4791,IWCI 2016,2015 IWCI,Newbie,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Thominhas,,,,Brazil,ITZ
4792,IWCI 2016,2015 IWCI,Newbie,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Yampi,,Brazil,1998-11-07,Brazil,ITZ
4793,IWCI 2016,2015 IWCI,Newbie,2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
4794,IWCI 2016,2015 IWCI,Newbie,2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,Gavotto,,Mexico,,Latin America,ISG
4795,IWCI 2016,2015 IWCI,Newbie,2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,Jelly,,South Korea,1997-10-18,Latin America,ISG
4796,IWCI 2016,2015 IWCI,Newbie,2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,Kaze,,Argentina,2006-01-11,Latin America,ISG
4797,IWCI 2016,2015 IWCI,Newbie,2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,KinG,,Argentina,2000-12-05,Latin America,ISG
4798,IWCI 2016,2015 IWCI,Newbie,2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,Kouke,,Peru,1994-12-10,Latin America,ISG
4799,IWCI 2016,2015 IWCI,Newbie,2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,Lady Mufa,,Argentina,,Latin America,ISG
4800,IWCI 2016,2015 IWCI,Newbie,2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,Pan,,Argentina,,Latin America,ISG
4801,IWCI 2016,2015 IWCI,Newbie,2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,qShiroo,,Mexico,,Latin America,ISG
4802,IWCI 2016,2015 IWCI,Newbie,2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,Seize,,South Korea,2000-12-07,Latin America,ISG
4803,IWCI 2016,2015 IWCI,Newbie,2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,Ukkyr,,Argentina,1990-01-30,Latin America,ISG
4804,IWCI 2016,2015 IWCI,Newbie,2016-04-19 00:33:00,32:52,Hard Random,Isurus,1,0,Hard Random,,,,,,,
4805,IWCI 2016,2015 IWCI,Newbie,2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Gavotto,,Mexico,,Latin America,ISG
4806,IWCI 2016,2015 IWCI,Newbie,2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Jelly,,South Korea,1997-10-18,Latin America,ISG
4807,IWCI 2016,2015 IWCI,Newbie,2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Kaze,,Argentina,2006-01-11,Latin America,ISG
4808,IWCI 2016,2015 IWCI,Newbie,2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,KinG,,Argentina,2000-12-05,Latin America,ISG
4809,IWCI 2016,2015 IWCI,Newbie,2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Kouke,,Peru,1994-12-10,Latin America,ISG
4810,IWCI 2016,2015 IWCI,Newbie,2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Lady Mufa,,Argentina,,Latin America,ISG
4811,IWCI 2016,2015 IWCI,Newbie,2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Pan,,Argentina,,Latin America,ISG
4812,IWCI 2016,2015 IWCI,Newbie,2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,qShiroo,,Mexico,,Latin America,ISG
4813,IWCI 2016,2015 IWCI,Newbie,2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Seize,,South Korea,2000-12-07,Latin America,ISG
4814,IWCI 2016,2015 IWCI,Newbie,2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Ukkyr,,Argentina,1990-01-30,Latin America,ISG
4815,IWCI 2016,2015 IWCI,Newbie,2016-04-20 00:17:00,24:13,Chiefs Esports Club,Isurus,1,0,Chiefs Esports Club,Chiefs Esports Club,Aladoric,,Australia,1999-06-25,PCS,CHF
4816,IWCI 2016,2015 IWCI,Newbie,2016-04-20 00:17:00,24:13,Chiefs Esports Club,Isurus,1,0,Chiefs Esports Club,Chiefs Esports Club,Babip,,Australia,1998-09-04,PCS,CHF
4817,IWCI 2016,2015 IWCI,Newbie,2016-04-20 00:17:00,24:13,Chiefs Esports Club,Isurus,1,0,Chiefs Esports Club,Chiefs Esports Club,BioPanther,,Australia,1999-02-23,PCS,CHF
4818,IWCI 2016,2015 IWCI,Newbie,2016-04-20 00:17:00,24:13,Chiefs Esports Club,Isurus,1,0,Chiefs Esports Club,Chiefs Esports Club,Cupcake,,New Zealand,1994-12-10,PCS,CHF
4819,IWCI 2016,2015 IWCI,Newbie,2016-04-20 00:17:00,24:13,Chiefs Esports Club,Isurus,1,0,Chiefs Esports Club,Chiefs Esports Club,Jellal,,Australia,,PCS,CHF
4820,IWCI 2016,2015 IWCI,Newbie,2016-04-20 00:17:00,24:13,Chiefs Esports Club,Isurus,1,0,Chiefs Esports Club,Chiefs Esports Club,Kevy,,Australia,2000-11-22,PCS,CHF
4821,IWCI 2016,2015 IWCI,Newbie,2016-04-20 00:17:00,24:13,Chiefs Esports Club,Isurus,1,0,Chiefs Esports Club,Chiefs Esports Club,Kisee,,Australia,2003-03-07,PCS,CHF
4822,IWCI 2016,2015 IWCI,Newbie,2016-04-20 00:17:00,24:13,Chiefs Esports Club,Isurus,1,0,Chiefs Esports Club,Chiefs Esports Club,Mirin,,Australia,1995-12-17,PCS,CHF
4823,IWCI 2016,2015 IWCI,Newbie,2016-04-20 00:17:00,24:13,Chiefs Esports Club,Isurus,1,0,Chiefs Esports Club,Chiefs Esports Club,Raes,,New Zealand,1998-10-27,PCS,CHF
4824,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-16 20:42:00,56:06,Lyon Gaming (2013 Latin American Team),Isurus,0,1,Isurus,,,,,,,
4825,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,Gavotto,,Mexico,,Latin America,ISG
4826,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,Jelly,,South Korea,1997-10-18,Latin America,ISG
4827,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,Kaze,,Argentina,2006-01-11,Latin America,ISG
4828,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,KinG,,Argentina,2000-12-05,Latin America,ISG
4829,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,Kouke,,Peru,1994-12-10,Latin America,ISG
4830,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,Lady Mufa,,Argentina,,Latin America,ISG
4831,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,Pan,,Argentina,,Latin America,ISG
4832,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,qShiroo,,Mexico,,Latin America,ISG
4833,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,Seize,,South Korea,2000-12-07,Latin America,ISG
4834,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-17 04:21:00,35:23,Isurus,DetonatioN FocusMe,0,1,DetonatioN FocusMe,Isurus,Ukkyr,,Argentina,1990-01-30,Latin America,ISG
4835,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
4836,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
4837,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
4838,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
4839,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
4840,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
4841,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Strazzi,,Brazil,,Brazil,ITZ
4842,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Thominhas,,,,Brazil,ITZ
4843,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Yampi,,Brazil,1998-11-07,Brazil,ITZ
4844,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 00:33:00,19:37,INTZ,Isurus,1,0,INTZ,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
4845,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,Gavotto,,Mexico,,Latin America,ISG
4846,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,Jelly,,South Korea,1997-10-18,Latin America,ISG
4847,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,Kaze,,Argentina,2006-01-11,Latin America,ISG
4848,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,KinG,,Argentina,2000-12-05,Latin America,ISG
4849,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,Kouke,,Peru,1994-12-10,Latin America,ISG
4850,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,Lady Mufa,,Argentina,,Latin America,ISG
4851,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,Pan,,Argentina,,Latin America,ISG
4852,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,qShiroo,,Mexico,,Latin America,ISG
4853,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,Seize,,South Korea,2000-12-07,Latin America,ISG
4854,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-18 02:10:00,48:02,Isurus,Saigon Jokers,1,0,Isurus,Isurus,Ukkyr,,Argentina,1990-01-30,Latin America,ISG
4855,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-19 00:33:00,32:52,Hard Random,Isurus,1,0,Hard Random,,,,,,,
4856,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Gavotto,,Mexico,,Latin America,ISG
4857,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Jelly,,South Korea,1997-10-18,Latin America,ISG
4858,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Kaze,,Argentina,2006-01-11,Latin America,ISG
4859,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,KinG,,Argentina,2000-12-05,Latin America,ISG
4860,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Kouke,,Peru,1994-12-10,Latin America,ISG
4861,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Lady Mufa,,Argentina,,Latin America,ISG
4862,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Pan,,Argentina,,Latin America,ISG
4863,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,qShiroo,,Mexico,,Latin America,ISG
4864,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Seize,,South Korea,2000-12-07,Latin America,ISG
4865,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-19 02:41:00,34:56,Isurus,SuperMassive Esports,0,1,SuperMassive Esports,Isurus,Ukkyr,,Argentina,1990-01-30,Latin America,ISG
4866,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-20 00:17:00,24:13,Chiefs Esports Club,Isurus,1,0,Chiefs Esports Club,Chiefs Esports Club,Aladoric,,Australia,1999-06-25,PCS,CHF
4867,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-20 00:17:00,24:13,Chiefs Esports Club,Isurus,1,0,Chiefs Esports Club,Chiefs Esports Club,Babip,,Australia,1998-09-04,PCS,CHF
4868,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-20 00:17:00,24:13,Chiefs Esports Club,Isurus,1,0,Chiefs Esports Club,Chiefs Esports Club,BioPanther,,Australia,1999-02-23,PCS,CHF
4869,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-20 00:17:00,24:13,Chiefs Esports Club,Isurus,1,0,Chiefs Esports Club,Chiefs Esports Club,Cupcake,,New Zealand,1994-12-10,PCS,CHF
4870,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-20 00:17:00,24:13,Chiefs Esports Club,Isurus,1,0,Chiefs Esports Club,Chiefs Esports Club,Jellal,,Australia,,PCS,CHF
4871,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-20 00:17:00,24:13,Chiefs Esports Club,Isurus,1,0,Chiefs Esports Club,Chiefs Esports Club,Kevy,,Australia,2000-11-22,PCS,CHF
4872,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-20 00:17:00,24:13,Chiefs Esports Club,Isurus,1,0,Chiefs Esports Club,Chiefs Esports Club,Kisee,,Australia,2003-03-07,PCS,CHF
4873,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-20 00:17:00,24:13,Chiefs Esports Club,Isurus,1,0,Chiefs Esports Club,Chiefs Esports Club,Mirin,,Australia,1995-12-17,PCS,CHF
4874,IWCI 2016,2015 IWCI,Pride (Franco Sanzana),2016-04-20 00:17:00,24:13,Chiefs Esports Club,Isurus,1,0,Chiefs Esports Club,Chiefs Esports Club,Raes,,New Zealand,1998-10-27,PCS,CHF
4875,IWCI 2016,2015 IWCI,PvPStejos,2016-04-16 22:25:00,44:25,Hard Random,INTZ,1,0,Hard Random,,,,,,,
4876,IWCI 2016,2015 IWCI,PvPStejos,2016-04-17 01:53:00,35:11,Chiefs Esports Club,Hard Random,0,1,Hard Random,Chiefs Esports Club,Aladoric,,Australia,1999-06-25,PCS,CHF
4877,IWCI 2016,2015 IWCI,PvPStejos,2016-04-17 01:53:00,35:11,Chiefs Esports Club,Hard Random,0,1,Hard Random,Chiefs Esports Club,Babip,,Australia,1998-09-04,PCS,CHF
4878,IWCI 2016,2015 IWCI,PvPStejos,2016-04-17 01:53:00,35:11,Chiefs Esports Club,Hard Random,0,1,Hard Random,Chiefs Esports Club,BioPanther,,Australia,1999-02-23,PCS,CHF
4879,IWCI 2016,2015 IWCI,PvPStejos,2016-04-17 01:53:00,35:11,Chiefs Esports Club,Hard Random,0,1,Hard Random,Chiefs Esports Club,Cupcake,,New Zealand,1994-12-10,PCS,CHF
4880,IWCI 2016,2015 IWCI,PvPStejos,2016-04-17 01:53:00,35:11,Chiefs Esports Club,Hard Random,0,1,Hard Random,Chiefs Esports Club,Jellal,,Australia,,PCS,CHF
4881,IWCI 2016,2015 IWCI,PvPStejos,2016-04-17 01:53:00,35:11,Chiefs Esports Club,Hard Random,0,1,Hard Random,Chiefs Esports Club,Kevy,,Australia,2000-11-22,PCS,CHF
4882,IWCI 2016,2015 IWCI,PvPStejos,2016-04-17 01:53:00,35:11,Chiefs Esports Club,Hard Random,0,1,Hard Random,Chiefs Esports Club,Kisee,,Australia,2003-03-07,PCS,CHF
4883,IWCI 2016,2015 IWCI,PvPStejos,2016-04-17 01:53:00,35:11,Chiefs Esports Club,Hard Random,0,1,Hard Random,Chiefs Esports Club,Mirin,,Australia,1995-12-17,PCS,CHF
4884,IWCI 2016,2015 IWCI,PvPStejos,2016-04-17 01:53:00,35:11,Chiefs Esports Club,Hard Random,0,1,Hard Random,Chiefs Esports Club,Raes,,New Zealand,1998-10-27,PCS,CHF
4885,IWCI 2016,2015 IWCI,PvPStejos,2016-04-17 23:29:00,25:27,Hard Random,Lyon Gaming (2013 Latin American Team),1,0,Hard Random,,,,,,,
4886,IWCI 2016,2015 IWCI,PvPStejos,2016-04-18 21:05:00,35:59,SuperMassive Esports,Hard Random,1,0,SuperMassive Esports,,,,,,,
4887,IWCI 2016,2015 IWCI,PvPStejos,2016-04-19 00:33:00,32:52,Hard Random,Isurus,1,0,Hard Random,,,,,,,
4888,IWCI 2016,2015 IWCI,PvPStejos,2016-04-19 21:01:00,30:22,Saigon Jokers,Hard Random,0,1,Hard Random,,,,,,,
4889,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 01:07:00,32:51,Hard Random,DetonatioN FocusMe,0,1,DetonatioN FocusMe,,,,,,,
4890,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 04:21:00,29:37,Hard Random,INTZ,1,0,Hard Random,,,,,,,
4891,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 05:23:00,38:10,SuperMassive Esports,Hard Random,1,0,SuperMassive Esports,,,,,,,
4892,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 21:01:00,39:43,Hard Random,INTZ,1,0,Hard Random,,,,,,,
4893,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 21:01:00,39:43,Hard Random,INTZ,1,0,Hard Random,,,,,,,
4894,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 21:01:00,39:43,Hard Random,INTZ,1,0,Hard Random,,,,,,,
4895,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
4896,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
4897,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
4898,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
4899,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
4900,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
4901,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Strazzi,,Brazil,,Brazil,ITZ
4902,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Thominhas,,,,Brazil,ITZ
4903,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Yampi,,Brazil,1998-11-07,Brazil,ITZ
4904,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
4905,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
4906,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
4907,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
4908,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
4909,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
4910,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
4911,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Strazzi,,Brazil,,Brazil,ITZ
4912,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Thominhas,,,,Brazil,ITZ
4913,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Yampi,,Brazil,1998-11-07,Brazil,ITZ
4914,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
4915,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
4916,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
4917,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
4918,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
4919,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
4920,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
4921,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Strazzi,,Brazil,,Brazil,ITZ
4922,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Thominhas,,,,Brazil,ITZ
4923,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Yampi,,Brazil,1998-11-07,Brazil,ITZ
4924,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:11:00,30:46,INTZ,Hard Random,0,2,Hard Random,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
4925,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:50:00,27:03,Hard Random,INTZ,3,0,Hard Random,,,,,,,
4926,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:50:00,27:03,Hard Random,INTZ,3,0,Hard Random,,,,,,,
4927,IWCI 2016,2015 IWCI,PvPStejos,2016-04-20 22:50:00,27:03,Hard Random,INTZ,3,0,Hard Random,,,,,,,
4928,IWCI 2016,2015 IWCI,PvPStejos,2016-04-23 16:45:00,31:31,SuperMassive Esports,Hard Random,1,0,SuperMassive Esports,,,,,,,
4929,IWCI 2016,2015 IWCI,PvPStejos,2016-04-23 16:45:00,31:31,SuperMassive Esports,Hard Random,1,0,SuperMassive Esports,,,,,,,
4930,IWCI 2016,2015 IWCI,PvPStejos,2016-04-23 16:45:00,31:31,SuperMassive Esports,Hard Random,1,0,SuperMassive Esports,,,,,,,
4931,IWCI 2016,2015 IWCI,PvPStejos,2016-04-23 16:45:00,31:31,SuperMassive Esports,Hard Random,1,0,SuperMassive Esports,,,,,,,
